,Path,Emotions,Gender,Intensity,Line
0,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-01-01.wav,neutral,0,0,Kids are talking by the door
1,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-02-01.wav,neutral,0,0,Kids are talking by the door
2,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-01-01.wav,neutral,0,0,Dogs are sitting by the door
3,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-02-01.wav,neutral,0,0,Dogs are sitting by the door
4,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-01-01.wav,calm,0,0,Kids are talking by the door
5,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-02-01.wav,calm,0,0,Kids are talking by the door
6,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-01-01.wav,calm,0,0,Dogs are sitting by the door
7,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-02-01.wav,calm,0,0,Dogs are sitting by the door
8,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-01-01.wav,calm,0,1,Kids are talking by the door
9,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-02-01.wav,calm,0,1,Kids are talking by the door
10,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,calm,0,1,Dogs are sitting by the door
11,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,calm,0,1,Dogs are sitting by the door
12,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,happy,0,0,Kids are talking by the door
13,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,happy,0,0,Kids are talking by the door
14,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,happy,0,0,Dogs are sitting by the door
15,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,happy,0,0,Dogs are sitting by the door
16,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,happy,0,1,Kids are talking by the door
17,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,happy,0,1,Kids are talking by the door
18,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,happy,0,1,Dogs are sitting by the door
19,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,happy,0,1,Dogs are sitting by the door
20,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,sad,0,0,Kids are talking by the door
21,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,sad,0,0,Kids are talking by the door
22,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,sad,0,0,Dogs are sitting by the door
23,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,sad,0,0,Dogs are sitting by the door
24,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,sad,0,1,Kids are talking by the door
25,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,sad,0,1,Kids are talking by the door
26,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,sad,0,1,Dogs are sitting by the door
27,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,sad,0,1,Dogs are sitting by the door
28,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,angry,0,0,Kids are talking by the door
29,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,angry,0,0,Kids are talking by the door
30,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,angry,0,0,Dogs are sitting by the door
31,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,angry,0,0,Dogs are sitting by the door
32,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,angry,0,1,Kids are talking by the door
33,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,angry,0,1,Kids are talking by the door
34,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,angry,0,1,Dogs are sitting by the door
35,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,angry,0,1,Dogs are sitting by the door
36,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,fear,0,0,Kids are talking by the door
37,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,fear,0,0,Kids are talking by the door
38,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,fear,0,0,Dogs are sitting by the door
39,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,fear,0,0,Dogs are sitting by the door
40,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,fear,0,1,Kids are talking by the door
41,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,fear,0,1,Kids are talking by the door
42,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,fear,0,1,Dogs are sitting by the door
43,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,fear,0,1,Dogs are sitting by the door
44,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,disgust,0,0,Kids are talking by the door
45,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,disgust,0,0,Kids are talking by the door
46,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,disgust,0,0,Dogs are sitting by the door
47,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,disgust,0,0,Dogs are sitting by the door
48,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,disgust,0,1,Kids are talking by the door
49,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,disgust,0,1,Kids are talking by the door
50,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,disgust,0,1,Dogs are sitting by the door
51,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,disgust,0,1,Dogs are sitting by the door
52,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,surprise,0,0,Kids are talking by the door
53,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,surprise,0,0,Kids are talking by the door
54,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,surprise,0,0,Dogs are sitting by the door
55,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,surprise,0,0,Dogs are sitting by the door
56,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,surprise,0,1,Kids are talking by the door
57,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,surprise,0,1,Kids are talking by the door
58,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,surprise,0,1,Dogs are sitting by the door
59,../kaggle/input/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,surprise,0,1,Dogs are sitting by the door
60,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,neutral,1,0,Kids are talking by the door
61,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,neutral,1,0,Kids are talking by the door
62,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,neutral,1,0,Dogs are sitting by the door
63,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,neutral,1,0,Dogs are sitting by the door
64,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,calm,1,0,Kids are talking by the door
65,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,calm,1,0,Kids are talking by the door
66,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,calm,1,0,Dogs are sitting by the door
67,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,calm,1,0,Dogs are sitting by the door
68,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,calm,1,1,Kids are talking by the door
69,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,calm,1,1,Kids are talking by the door
70,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,calm,1,1,Dogs are sitting by the door
71,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,calm,1,1,Dogs are sitting by the door
72,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,happy,1,0,Kids are talking by the door
73,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,happy,1,0,Kids are talking by the door
74,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,happy,1,0,Dogs are sitting by the door
75,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,happy,1,0,Dogs are sitting by the door
76,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,happy,1,1,Kids are talking by the door
77,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,happy,1,1,Kids are talking by the door
78,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,happy,1,1,Dogs are sitting by the door
79,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,happy,1,1,Dogs are sitting by the door
80,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,sad,1,0,Kids are talking by the door
81,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,sad,1,0,Kids are talking by the door
82,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,sad,1,0,Dogs are sitting by the door
83,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,sad,1,0,Dogs are sitting by the door
84,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,sad,1,1,Kids are talking by the door
85,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,sad,1,1,Kids are talking by the door
86,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,sad,1,1,Dogs are sitting by the door
87,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,sad,1,1,Dogs are sitting by the door
88,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,angry,1,0,Kids are talking by the door
89,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,angry,1,0,Kids are talking by the door
90,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,angry,1,0,Dogs are sitting by the door
91,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,angry,1,0,Dogs are sitting by the door
92,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,angry,1,1,Kids are talking by the door
93,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,angry,1,1,Kids are talking by the door
94,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,angry,1,1,Dogs are sitting by the door
95,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,angry,1,1,Dogs are sitting by the door
96,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav,fear,1,0,Kids are talking by the door
97,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,fear,1,0,Kids are talking by the door
98,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav,fear,1,0,Dogs are sitting by the door
99,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav,fear,1,0,Dogs are sitting by the door
100,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav,fear,1,1,Kids are talking by the door
101,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,fear,1,1,Kids are talking by the door
102,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav,fear,1,1,Dogs are sitting by the door
103,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav,fear,1,1,Dogs are sitting by the door
104,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,disgust,1,0,Kids are talking by the door
105,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav,disgust,1,0,Kids are talking by the door
106,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav,disgust,1,0,Dogs are sitting by the door
107,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav,disgust,1,0,Dogs are sitting by the door
108,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav,disgust,1,1,Kids are talking by the door
109,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav,disgust,1,1,Kids are talking by the door
110,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav,disgust,1,1,Dogs are sitting by the door
111,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,disgust,1,1,Dogs are sitting by the door
112,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav,surprise,1,0,Kids are talking by the door
113,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav,surprise,1,0,Kids are talking by the door
114,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav,surprise,1,0,Dogs are sitting by the door
115,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav,surprise,1,0,Dogs are sitting by the door
116,../kaggle/input/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav,surprise,1,1,Kids are talking by the door
